id,repo,path,full_path_to_open,pass1_path_only,pass2_after_reading_file,confident_yes_no,notes
42,"trpc","packages/tanstack-react-query/bin/intent.js","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/tanstack-react-query/bin/intent.js",,,,
43,"trpc","examples/next-prisma-todomvc/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-todomvc/src/server/trpc.ts",,,,
44,"trpc","examples/fastify-server/src/server/router/routers/api.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/fastify-server/src/server/router/routers/api.ts",,,,
45,"trpc","packages/server/src/observable/operators.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/observable/operators.ts",,,,
46,"trpc","examples/openapi-codegen/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/openapi-codegen/src/server/trpc.ts",,,,
47,"trpc","examples/next-prisma-websockets-starter/src/server/prodServer.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-websockets-starter/src/server/prodServer.ts",,,,
48,"trpc","examples/next-sse-chat/src/server/context.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-sse-chat/src/server/context.ts",,,,
49,"trpc","packages/server/src/unstable-core-do-not-import/http/parseConnectionParams.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/http/parseConnectionParams.ts",,,,
50,"trpc","examples/next-prisma-websockets-starter/src/server/context.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-websockets-starter/src/server/context.ts",,,,
51,"hono","src/helper/streaming/utils.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/helper/streaming/utils.ts",,,,
52,"hono","benchmarks/routers/src/koa-router.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/koa-router.mts",,,,
53,"trpc","examples/express-server/src/server.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/express-server/src/server.ts",,,,
54,"trpc","packages/server/src/adapters/next.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/adapters/next.ts",,,,
55,"trpc","examples/.test/monotest-app/src/vanilla-client.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.test/monotest-app/src/vanilla-client.ts",,,,
56,"trpc","examples/next-prisma-websockets-starter/src/server/wssDevServer.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-websockets-starter/src/server/wssDevServer.ts",,,,
57,"trpc","examples/next-prisma-starter/prisma/migrations/20211019164222_init/migration.sql","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-starter/prisma/migrations/20211019164222_init/migration.sql",,,,
58,"hono","src/jsx/intrinsic-elements.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/intrinsic-elements.ts",,,,
59,"trpc","examples/next-prisma-starter/src/server/routers/post.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-starter/src/server/routers/post.ts",,,,
60,"trpc","examples/soa/client/client.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/soa/client/client.ts",,,,
61,"trpc","packages/client/src/createTRPCUntypedClient.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/createTRPCUntypedClient.ts",,,,
62,"hono","src/jsx/dom/components.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/dom/components.ts",,,,
63,"trpc","packages/server/src/unstable-core-do-not-import/error/formatter.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/error/formatter.ts",,,,
64,"trpc","examples/next-formdata/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-formdata/src/server/trpc.ts",,,,
65,"trpc","examples/next-prisma-websockets-starter/prisma/migrations/20210704013430_/migration.sql","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-websockets-starter/prisma/migrations/20210704013430_/migration.sql",,,,
66,"hono","benchmarks/query-param/src/hono.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/query-param/src/hono.mts",,,,
67,"hono","benchmarks/jsx/src/react.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/jsx/src/react.ts",,,,
68,"trpc","packages/tanstack-react-query/src/internals/subscriptionOptions.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/tanstack-react-query/src/internals/subscriptionOptions.ts",,,,
69,"trpc","examples/lambda-api-gateway/src/client.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/lambda-api-gateway/src/client.ts",,,,
70,"trpc","packages/server/src/adapters/node-http/nodeHTTPRequestHandler.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/adapters/node-http/nodeHTTPRequestHandler.ts",,,,
71,"hono","benchmarks/jsx/src/react-jsx/react.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/jsx/src/react-jsx/react.ts",,,,
72,"trpc","examples/next-sse-chat/src/server/routers/post.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-sse-chat/src/server/routers/post.ts",,,,
73,"hono","benchmarks/routers/src/radix3.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/radix3.mts",,,,
74,"trpc","packages/server/src/unstable-core-do-not-import/http/resolveResponse.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/http/resolveResponse.ts",,,,
75,"trpc","examples/vercel-edge-runtime/src/client.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/vercel-edge-runtime/src/client.ts",,,,
76,"trpc","packages/server/src/unstable-core-do-not-import.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import.ts",,,,
77,"hono","src/client/fetch-result-please.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/client/fetch-result-please.ts",,,,
78,"hono","benchmarks/routers-deno/src/koa-tree-router.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers-deno/src/koa-tree-router.mts",,,,
79,"trpc","examples/fastify-server/src/server/router/context.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/fastify-server/src/server/router/context.ts",,,,
80,"trpc","packages/server/src/unstable-core-do-not-import/procedure.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/procedure.ts",,,,
81,"hono","src/http-exception.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/http-exception.ts",,,,
82,"hono","src/helper/css/common.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/helper/css/common.ts",,,,
83,"trpc","packages/server/src/unstable-core-do-not-import/createProxy.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/createProxy.ts",,,,
84,"trpc","packages/client/src/links/httpLink.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/httpLink.ts",,,,
85,"trpc","packages/server/src/http.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/http.ts",,,,
86,"trpc","packages/server/src/unstable-core-do-not-import/http/contentType.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/http/contentType.ts",,,,
87,"trpc","examples/express-server/src/client.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/express-server/src/client.ts",,,,
88,"trpc","packages/server/src/unstable-core-do-not-import/rpc/codes.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/rpc/codes.ts",,,,
89,"trpc","packages/server/src/unstable-core-do-not-import/stream/jsonl.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/stream/jsonl.ts",,,,
90,"trpc","examples/next-websockets-encoder/src/server/prodServer.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-websockets-encoder/src/server/prodServer.ts",,,,
91,"trpc","packages/client/src/links/internals/subscriptions.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/internals/subscriptions.ts",,,,
92,"trpc","examples/.test/ssg-infinite-serialization/src/server/routers/_app.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.test/ssg-infinite-serialization/src/server/routers/_app.ts",,,,
93,"trpc","packages/server/src/unstable-core-do-not-import/clientish/inferrable.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/clientish/inferrable.ts",,,,
94,"hono","src/jsx/dom/jsx-dev-runtime.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/dom/jsx-dev-runtime.ts",,,,
95,"hono","src/adapter/cloudflare-workers/conninfo.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/cloudflare-workers/conninfo.ts",,,,
96,"trpc","packages/next/bin/intent.js","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/next/bin/intent.js",,,,
97,"hono","benchmarks/routers/src/find-my-way.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/find-my-way.mts",,,,
98,"trpc","packages/client/src/internals/transformer.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/internals/transformer.ts",,,,
99,"hono","src/adapter/bun/websocket.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/bun/websocket.ts",,,,
100,"trpc","examples/next-prisma-todomvc/src/server/routers/todo.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-todomvc/src/server/routers/todo.ts",,,,
101,"hono","benchmarks/fetch/ts-resolve.mjs","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/fetch/ts-resolve.mjs",,,,
102,"hono","src/helper/streaming/text.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/helper/streaming/text.ts",,,,
103,"trpc","examples/minimal/src/server/db.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/minimal/src/server/db.ts",,,,
104,"trpc","examples/fastify-server/src/client/polyfill.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/fastify-server/src/client/polyfill.ts",,,,
105,"hono","src/context.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/context.ts",,,,
106,"trpc","examples/next-websockets-encoder/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-websockets-encoder/src/server/trpc.ts",,,,
107,"trpc","packages/server/src/unstable-core-do-not-import/clientish/inference.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/clientish/inference.ts",,,,
108,"trpc","packages/react-query/src/internals/getQueryKey.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/react-query/src/internals/getQueryKey.ts",,,,
109,"hono","src/jsx/dom/render.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/dom/render.ts",,,,
110,"trpc","examples/fastify-server/src/server/router/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/fastify-server/src/server/router/trpc.ts",,,,
111,"trpc","examples/express-minimal/src/client.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/express-minimal/src/client.ts",,,,
112,"hono","src/adapter/cloudflare-pages/handler.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/cloudflare-pages/handler.ts",,,,
113,"trpc","packages/client/src/links/internals/contentTypes.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/internals/contentTypes.ts",,,,
114,"trpc","examples/next-prisma-starter/prisma/migrations/20220307124425_non_unique_timestamps/migration.sql","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-starter/prisma/migrations/20220307124425_non_unique_timestamps/migration.sql",,,,
115,"trpc","packages/client/src/internals/TRPCUntypedClient.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/internals/TRPCUntypedClient.ts",,,,
116,"trpc","packages/server/src/adapters/fetch/fetchRequestHandler.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/adapters/fetch/fetchRequestHandler.ts",,,,
117,"trpc","packages/client/src/internals/inputWithTrackedEventId.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/internals/inputWithTrackedEventId.ts",,,,
118,"trpc","www/docusaurus.preferredTheme.js","/Users/nolanmoore/n-dx-elm-corpus/trpc/www/docusaurus.preferredTheme.js",,,,
119,"hono","src/adapter/cloudflare-pages/conninfo.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/cloudflare-pages/conninfo.ts",,,,
120,"hono","src/preset/quick.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/preset/quick.ts",,,,
121,"hono","benchmarks/routers/src/memoirist.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/memoirist.mts",,,,
122,"hono","src/jsx/dom/server.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/dom/server.ts",,,,
123,"trpc","packages/react-query/src/shared/polymorphism/mutationLike.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/react-query/src/shared/polymorphism/mutationLike.ts",,,,
124,"trpc","packages/client/src/links/localLink.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/localLink.ts",,,,
125,"trpc","examples/lazy-load/src/server/routers/user.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/lazy-load/src/server/routers/user.ts",,,,
126,"trpc","packages/client/src/links/internals/urlWithConnectionParams.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/internals/urlWithConnectionParams.ts",,,,
127,"hono","benchmarks/jsx/src/hono.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/jsx/src/hono.ts",,,,
128,"trpc","examples/fastify-server/src/server/router/routers/posts.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/fastify-server/src/server/router/routers/posts.ts",,,,
129,"hono","runtime-tests/lambda/mock.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/runtime-tests/lambda/mock.ts",,,,
130,"trpc","www/src/animations/popIn.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/www/src/animations/popIn.ts",,,,
131,"trpc","examples/lambda-api-gateway/src/payloadFormatVersionClient.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/lambda-api-gateway/src/payloadFormatVersionClient.ts",,,,
132,"trpc","examples/lazy-load/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/lazy-load/src/server/trpc.ts",,,,
133,"trpc","packages/server/src/unstable-core-do-not-import/stream/sse.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/stream/sse.ts",,,,
134,"hono","benchmarks/fetch/summarize.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/fetch/summarize.mts",,,,
135,"trpc","examples/next-sse-chat/src/server/db/client.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-sse-chat/src/server/db/client.ts",,,,
136,"hono","benchmarks/routers/src/rou3.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/rou3.mts",,,,
137,"trpc","examples/next-prisma-starter/src/server/env.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-starter/src/server/env.ts",,,,
138,"trpc","packages/server/bin/intent.js","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/bin/intent.js",,,,
139,"trpc","examples/.experimental/next-app-dir/src/app/posts/_lib/db.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.experimental/next-app-dir/src/app/posts/_lib/db.ts",,,,
140,"hono","src/helper/ssg/utils.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/helper/ssg/utils.ts",,,,
141,"trpc","packages/openapi/bin/intent.js","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/openapi/bin/intent.js",,,,
142,"hono","src/jsx/dom/context.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/dom/context.ts",,,,
143,"trpc","examples/next-prisma-websockets-starter/src/server/routers/post.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-websockets-starter/src/server/routers/post.ts",,,,
144,"trpc","packages/upgrade/src/transforms/provider.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/upgrade/src/transforms/provider.ts",,,,
145,"hono","src/helper/ssg/ssg.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/helper/ssg/ssg.ts",,,,
146,"hono","src/helper/streaming/sse.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/helper/streaming/sse.ts",,,,
147,"trpc","examples/next-prisma-todomvc/src/server/prisma.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-todomvc/src/server/prisma.ts",,,,
148,"trpc","packages/next/src/ssrPrepass.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/next/src/ssrPrepass.ts",,,,
149,"hono","benchmarks/query-param/src/qs.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/query-param/src/qs.mts",,,,
150,"trpc","packages/react-query/src/internals/trpcResult.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/react-query/src/internals/trpcResult.ts",,,,
151,"trpc","packages/server/src/unstable-core-do-not-import/http/contentTypeParsers.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/http/contentTypeParsers.ts",,,,
152,"trpc","packages/openapi/src/schemaExtraction.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/openapi/src/schemaExtraction.ts",,,,
153,"hono","benchmarks/routers/src/tool.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/tool.mts",,,,
154,"trpc","examples/next-sse-chat/src/app/channels/[channelId]/utils.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-sse-chat/src/app/channels/[channelId]/utils.ts",,,,
155,"trpc","packages/server/src/unstable-core-do-not-import/utils.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/utils.ts",,,,
156,"trpc","packages/client/src/internals/dataLoader.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/internals/dataLoader.ts",,,,
157,"trpc","examples/next-sse-chat/src/server/routers/_app.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-sse-chat/src/server/routers/_app.ts",,,,
158,"hono","src/adapter/deno/conninfo.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/deno/conninfo.ts",,,,
159,"trpc","packages/server/src/shared.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/shared.ts",,,,
160,"hono","src/client/utils.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/client/utils.ts",,,,
161,"trpc","examples/next-edge-runtime/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-edge-runtime/src/server/trpc.ts",,,,
162,"trpc","packages/server/src/adapters/fastify/fastifyTRPCPlugin.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/adapters/fastify/fastifyTRPCPlugin.ts",,,,
163,"trpc","examples/next-prisma-starter/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-starter/src/server/trpc.ts",,,,
164,"hono","benchmarks/routers/src/bench-includes-init.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/bench-includes-init.mts",,,,
165,"trpc","packages/server/src/unstable-core-do-not-import/http/formDataToObject.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/http/formDataToObject.ts",,,,
166,"trpc","packages/server/src/unstable-core-do-not-import/rpc/parseTRPCMessage.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/rpc/parseTRPCMessage.ts",,,,
167,"trpc","examples/fastify-server/src/server/router/routers/sub.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/fastify-server/src/server/router/routers/sub.ts",,,,
168,"trpc","packages/server/src/adapters/next-app-dir/nextAppDirCaller.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/adapters/next-app-dir/nextAppDirCaller.ts",,,,
169,"hono","src/adapter/aws-lambda/handler.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/aws-lambda/handler.ts",,,,
170,"trpc","examples/.test/diagnostics-big-router/src/server/context.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.test/diagnostics-big-router/src/server/context.ts",,,,
171,"hono","benchmarks/query-param/src/fast-querystring.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/query-param/src/fast-querystring.mts",,,,
172,"hono","benchmarks/jsx/src/react-jsx/hono.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/jsx/src/react-jsx/hono.ts",,,,
173,"hono","src/adapter/lambda-edge/conninfo.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/lambda-edge/conninfo.ts",,,,
